REF_ID;ORDEMBD;STUDY_AIM;SPECIES;SP_ORIGIN;POP_STATUS;SITE;AREA_HA;MUNICIPALITY;STATE;COUNTRY;LONGITUDE_X;LATITUDE_Y;PRECISION;UC;ANNUAL_TEMP;ANNUAL_RAIN;ALTITUDE;VEG_TYPE;BUFFER_20KM;OLSONECONAME;OLSONG200R;RIBEIROVEGTYPE;BSRS;METHOD;INST_NAME;COL_STRT_MO;COL_STRT_YR;COL_END_MO;COL_END_YR;LTR_EFF;CAM_EFF;SURV_EFF;;;
REF0701;Almeida_AS_plan_1_106;OCCUR;Callithrix jacchus;Autochtone;NA;Ubaca;8.2;CABO DE SANTO AGOSTINHO;PERNAMBUCO;Brazil;-35.1104;-8.3235;Precise;NA;25.7;1859;116;Dense Ombrophilous forest;inside the 20 km polygon;Pernambuco coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Pernambuco;Survey;NA;January;2010;October;2010;NA;NA;NA;;;
REF0701;Almeida_AS_plan_1_107;OCCUR;Callithrix jacchus;Autochtone;NA;Calunga;7.1;CABO DE SANTO AGOSTINHO;PERNAMBUCO;Brazil;-35.1133;-8.3224;Precise;NA;25.7;1859;116;Dense Ombrophilous forest;inside the 20 km polygon;Pernambuco coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Pernambuco;Survey;NA;January;2010;October;2010;NA;NA;NA;;;
REF0705;Almeida_AS_plan_1_120;OCCUR;Leontopithecus caissara;Autochtone;NA;Parque Nacional Ilha de Superagui;34000;CANANEIA;SAO PAULO;Brazil;-48.0921;-25.1953;Precise;Yes;26.5;2431;120;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0706;Almeida_AS_plan_1_121;OCCUR;Callithrix geoffroyi;Autochtone;NA;Fragmento da Aracruz Celulose;110;LINHARES;ESPIRITO SANTO;Brazil;-40.07;-19.48;Precise;NA;26.8;1200;19;"Dense Ombrophilous forest; Restinga";inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;February;1993;January;1994;NA;NA;NA;;;
REF0707;Almeida_AS_plan_1_122;OCCUR;Callicebus nigrifrons;Autochtone;NA;Fragmentos;0.5-150;SAO JOAO DEL REI;MINAS GERAIS;Brazil;-44.19;-21.14;Not precise;NA;22.6;1456;925;Semideciduous forest;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Savana;Florestas de Interior;Survey;NA;January;2013;March;2013;NA;NA;NA;;;
REF0707;Almeida_AS_plan_1_123;OCCUR;Callithrix penicillata;Autochtone;NA;Fragmentos;0.5-150;SAO JOAO DEL REI;MINAS GERAIS;Brazil;-44.19;-21.14;Not precise;NA;22.6;1456;925;Semideciduous forest;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Savana;Florestas de Interior;Survey;NA;January;2013;March;2013;NA;NA;NA;;;
REF0708;Almeida_AS_plan_1_124;OCCUR;Brachyteles arachnoides;Autochtone;NA;Parque Estadual Intervales;49888;CAPAO BONITO;SAO PAULO;Brazil;-48.03;-24.12;Precise;NA;20.6;1437;892;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0709;Almeida_AS_plan_1_125;OCCUR;Leontopithecus chrysopygus;Autochtone;NA;Parque Estadual Carlos Botelho;37640;TAPIRAI;SAO PAULO;Brazil;-47.5829;-24.0321;Precise;NA;21.3;1744;663;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;November;2013;November;2013;NA;NA;NA;;;
REF0711;Almeida_AS_plan_1_131;OCCUR;Brachyteles arachnoides;Autochtone;NA;Parque Estadual Carlos Botelho;37442;IGUAPE;SAO PAULO;Brazil;-47.46;-24.44;Precise;Yes;25.5;1729;70;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;January;1995;December;1995;NA;NA;NA;;;
REF0712;Almeida_AS_plan_1_132;OCCUR;Callicebus nigrifrons;Autochtone;NA;Reserva Ecologica Municipal Serra do Japi;35000;ATIBAIA;SAO PAULO;Brazil;-46.52;-23.11;Precise;Yes;21.2;1372;802;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;March;2007;November;2007;NA;NA;NA;;;
REF0712;Almeida_AS_plan_1_133;OCCUR;Callicebus nigrifrons;Autochtone;NA;Reserva Ecologica Municipal Serra do Japi;35000;ATIBAIA;SAO PAULO;Brazil;-46.52;-23.11;Precise;Yes;21.2;1372;802;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;August;2012;September;2012;NA;NA;NA;;;
REF0712;Almeida_AS_plan_1_134;OCCUR;Callicebus nigrifrons;Autochtone;NA;Ribeirao Cachoeira;245;NAZARE PAULISTA;SAO PAULO;Brazil;-46.37;-23.27;Precise;NA;19.2;1510;977;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;August;2012;September;2012;NA;NA;NA;;;
REF0712;Almeida_AS_plan_1_135;OCCUR;Callicebus nigrifrons;Autochtone;NA;Fragmento do grupo 3;50;IGARATA;SAO PAULO;Brazil;-46.21;-23.11;Precise;NA;19.9;1491;914;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;August;2012;September;2012;NA;NA;NA;;;
REF0713;Almeida_AS_plan_1_136;OCCUR;Callicebus nigrifrons;Autochtone;NA;Parque Estadual Serra da Cantareira;7900;NAZARE PAULISTA;SAO PAULO;Brazil;-46.37;-23.27;Precise;Yes;19.2;1510;977;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;June;2010;June;2011;NA;NA;NA;;;
REF0714;Almeida_AS_plan_1_138;OCCUR;Sapajus xanthosternos;Autochtone;NA;Fazenda Trapsa;3800;ARACAJU;SERGIPE;Brazil;-37.14;-11.12;Precise;No;NA;NA;1;Restinga;inside the 20 km polygon;Pernambuco interior forests;Atlantic Forests;NA;NA;Line transect;NA;April;2008;October;2008;NA;NA;NA;;;
REF0714;Almeida_AS_plan_1_139;OCCUR;Callithrix jacchus;Autochtone;NA;Fazenda Trapsa;3800;ARACAJU;SERGIPE;Brazil;-37.14;-11.12;Precise;No;NA;NA;1;Restinga;inside the 20 km polygon;Pernambuco interior forests;Atlantic Forests;NA;NA;Line transect;NA;April;2008;October;2008;NA;NA;NA;;;
REF0715;Almeida_AS_plan_1_140;OCCUR;Alouatta guariba;Autochtone;NA;Fragmento na Estacao Experimental de Jundiai (Instituto Agronomico de Campinas);30;ATIBAIA;SAO PAULO;Brazil;-46.55;-23.06;Precise;NA;20.5;1396;766;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;April;1995;July;1995;NA;NA;NA;;;
REF0715;Almeida_AS_plan_1_141;OCCUR;Callithrix penicillata;Allochtone;NA;Fragmento na Estacao Experimental de Jundiai (Instituto Agronomico de Campinas);30;ATIBAIA;SAO PAULO;Brazil;-46.55;-23.06;Precise;NA;20.5;1396;766;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;April;1995;July;1995;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_144;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Cabana da Ponte;NA;ITORORO;BAHIA;Brazil;-40.03;-15.101;Precise;NA;25;879;286;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_145;OCCUR;Leontopithecus chrysomelas;Autochtone;NA;Fazenda Cabana da Ponte;NA;ITORORO;BAHIA;Brazil;-40.03;-15.101;Precise;NA;25;879;286;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_146;OCCUR;Leontopithecus chrysomelas;Autochtone;NA;Fazenda Futurosa;NA;ITORORO;BAHIA;Brazil;-40.001;-14.99;Precise;NA;22.4;945;424;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_147;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Santa Maria;NA;ITORORO;BAHIA;Brazil;-40.04;-15.019;Precise;NA;23.8;933;303;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_148;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Sao Pedro;NA;ITAPETINGA;BAHIA;Brazil;-40.23;-15.36;Precise;NA;24.9;817;376;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_149;OCCUR;Alouatta guariba;Autochtone;NA;Fazenda Sao Pedro;NA;ITAPETINGA;BAHIA;Brazil;-40.23;-15.36;Precise;NA;24.9;817;376;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0681;Almeida_AS_plan_1_15;OCCUR;Leontopithecus rosalia;Autochtone;NA;Fazenda Cabista;53;MACAE;RIO DE JANEIRO;Brazil;-42.08;-22.42;Precise;NA;25.4;1154;166;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;1990;NA;1992;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_150;OCCUR;Sapajus xanthosternos;Autochtone;NA;Fazenda Sao Pedro;NA;ITAPETINGA;BAHIA;Brazil;-40.23;-15.36;Precise;NA;24.9;817;376;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_151;OCCUR;Leontopithecus chrysomelas;Autochtone;NA;Fazenda Sao Pedro;NA;ITAPETINGA;BAHIA;Brazil;-40.23;-15.36;Precise;NA;24.9;817;376;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_152;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Santa Clara;NA;CANAVIEIRAS;BAHIA;Brazil;-39.07;-15.57;Precise;NA;25.4;1603;18;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_153;OCCUR;Leontopithecus chrysomelas;Autochtone;NA;Fazenda Santa Clara;NA;CANAVIEIRAS;BAHIA;Brazil;-39.07;-15.57;Precise;NA;25.4;1603;18;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_154;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Cotovelo;NA;CANAVIEIRAS;BAHIA;Brazil;-38.969;-15.56;Precise;NA;25.7;1729;1;NA;inside the 20 km polygon;Atlantic Coast restingas;Atlantic Forests;NA;NA;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_155;OCCUR;Leontopithecus chrysomelas;Autochtone;NA;Fazenda Cotovelo;NA;CANAVIEIRAS;BAHIA;Brazil;-38.969;-15.56;Precise;NA;25.7;1729;1;NA;inside the 20 km polygon;Atlantic Coast restingas;Atlantic Forests;NA;NA;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_156;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Poco Central;NA;POTIRAGUA;BAHIA;Brazil;-39.721;-15.749;Precise;NA;25.3;925;206;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_157;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Cajazeira;NA;POTIRAGUA;BAHIA;Brazil;-39.851;-15.686;Precise;NA;25.2;870;281;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_158;OCCUR;Callithrix kuhlii;Autochtone;NA;Fragmento;NA;POTIRAGUA;BAHIA;Brazil;-39.889;-15.711;Precise;NA;25.4;853;307;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_159;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Bom Jardim;NA;ITARANTIM;BAHIA;Brazil;-40.119;-15.811;Precise;NA;26.3;781;457;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0681;Almeida_AS_plan_1_16;OCCUR;Leontopithecus rosalia;Autochtone;NA;Mata de Galeria Rio Sao Joao;61;MACAE;RIO DE JANEIRO;Brazil;-42.04;-22.34;Precise;NA;25.1;1200;373;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;1990;NA;1992;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_160;OCCUR;Alouatta guariba;Autochtone;NA;Fazenda Bom Jardim;NA;ITARANTIM;BAHIA;Brazil;-40.119;-15.811;Precise;NA;26.3;781;457;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_161;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Boa Vista;NA;ITARANTIM;BAHIA;Brazil;-40.124;-15.761;Precise;NA;25;808;457;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_162;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Bela Vista;NA;ITARANTIM;BAHIA;Brazil;-39.987;-15.837;Precise;NA;25.9;809;458;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_163;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Paris;NA;CAMACAN;BAHIA;Brazil;-39.545;-15.418;Precise;NA;25.1;1162;150;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_164;OCCUR;Callithrix kuhlii;Autochtone;NA;Fragmento;NA;ITARANTIM;BAHIA;Brazil;-40.12;-15.585;Precise;NA;25.2;789;542;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_165;OCCUR;Callithrix kuhlii;Autochtone;NA;Fragmento;NA;ITARANTIM;BAHIA;Brazil;-40.118;-15.59;Precise;NA;25.2;789;366;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_166;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Meu Sonho;NA;ITAGIBA;BAHIA;Brazil;-39.73;-14.166;Precise;NA;24.6;1292;96;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_167;OCCUR;Callithrix kuhlii;Autochtone;NA;Fragmento;NA;IBICUI;BAHIA;Brazil;-39.924;-14.502;Precise;NA;23.9;1107;273;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_168;OCCUR;Callithrix kuhlii;Autochtone;NA;Fragmento;NA;IBICUI;BAHIA;Brazil;-39.795;-14.431;Precise;NA;23.8;1245;304;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_169;OCCUR;Callithrix kuhlii;Autochtone;NA;Fragmento;NA;IBICUI;BAHIA;Brazil;-39.743;-14.408;Precise;NA;25;1206;214;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0681;Almeida_AS_plan_1_17;OCCUR;Leontopithecus rosalia;Autochtone;NA;Fazenda Sobara;90;MACAE;RIO DE JANEIRO;Brazil;-42.07;-22.42;Precise;NA;25.3;1147;158;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;1990;NA;1992;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_170;OCCUR;Callithrix kuhlii;Autochtone;NA;Fragmento;NA;AURELINO LEAL;BAHIA;Brazil;-39.679;-14.367;Precise;NA;24.8;1224;178;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_171;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda RPPN Serra do Teimoso;NA;JUSSARI;BAHIA;Brazil;-39.528;-15.154;Precise;NA;24.8;1147;152;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_172;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda RPPN Serra do Teimoso;NA;JUSSARI;BAHIA;Brazil;-39.528;-15.154;Precise;NA;24.8;1147;152;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_173;OCCUR;Leontopithecus chrysomelas;Autochtone;NA;Fazenda RPPN Serra do Teimoso;NA;JUSSARI;BAHIA;Brazil;-39.528;-15.154;Precise;NA;24.8;1147;152;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_174;OCCUR;Callicebus melanochir;Autochtone;NA;Fazenda Sao Jose;NA;CAMACAN;BAHIA;Brazil;-39.564;-15.384;Precise;NA;22.5;1089;152;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_175;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Sao Jose;NA;CAMACAN;BAHIA;Brazil;-39.564;-15.384;Precise;NA;22.5;1089;152;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_176;OCCUR;Leontopithecus chrysomelas;Autochtone;NA;Fazenda Itamira;NA;JUSSARI;BAHIA;Brazil;-39.586;-15.253;Precise;NA;24.2;1066;310;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_177;OCCUR;Callithrix kuhlii;Autochtone;NA;Fragmento proximo a APA Vale das Cascatas;NA;PAU BRASIL;BAHIA;Brazil;-39.659;-15.379;Precise;NA;24.2;1000;231;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_178;OCCUR;Leontopithecus chrysomelas;Autochtone;NA;Fragmento proximo a APA Vale das Cascatas;NA;PAU BRASIL;BAHIA;Brazil;-39.659;-15.379;Precise;NA;24.2;1000;231;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_179;OCCUR;Callithrix kuhlii;Autochtone;NA;Reserva Serra das Lontras;NA;ARATACA;BAHIA;Brazil;-39.341;-15.187;Precise;NA;22.8;1252;156;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0681;Almeida_AS_plan_1_18;OCCUR;Leontopithecus rosalia;Autochtone;NA;LB;48;MACAE;RIO DE JANEIRO;Brazil;-42.05;-22.35;Precise;NA;25.5;1166;373;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;1990;NA;1992;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_180;OCCUR;Leontopithecus chrysomelas;Autochtone;NA;Reserva Serra das Lontras;NA;ARATACA;BAHIA;Brazil;-39.341;-15.187;Precise;NA;22.8;1252;156;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_181;OCCUR;Callithrix kuhlii;Autochtone;NA;Fragmento;NA;ITAMBE;BAHIA;Brazil;-40.191;-15.155;Precise;NA;24.3;889;304;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_182;OCCUR;Leontopithecus chrysomelas;Autochtone;NA;Fragmento;NA;ITAMBE;BAHIA;Brazil;-40.191;-15.155;Precise;NA;24.3;889;304;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_183;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Caracol;NA;ITAPETINGA;BAHIA;Brazil;-39.925;-15.249;Precise;NA;25.2;865;302;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_184;OCCUR;Leontopithecus chrysomelas;Autochtone;NA;Fazenda Caracol;NA;ITAPETINGA;BAHIA;Brazil;-39.925;-15.249;Precise;NA;25.2;865;302;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_185;OCCUR;Callithrix kuhlii;Autochtone;NA;Fragmento;NA;SANTA CRUZ DA VITORIA;BAHIA;Brazil;-39.847;-14.822;Precise;NA;24.4;966;407;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_186;OCCUR;Callicebus melanochir;Autochtone;NA;Fragmento;NA;SANTA CRUZ DA VITORIA;BAHIA;Brazil;-39.847;-14.822;Precise;NA;24.4;966;407;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_187;OCCUR;Callithrix kuhlii;Autochtone;NA;Fragmento;NA;IBICARAI;BAHIA;Brazil;-39.493;-14.895;Precise;NA;25.1;1202;105;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_188;OCCUR;Callithrix kuhlii;Autochtone;NA;Fazenda Sao Joao;NA;FLORESTA AZUL;BAHIA;Brazil;-39.736;-14.737;Precise;NA;23.6;1067;331;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_189;OCCUR;Leontopithecus chrysomelas;Autochtone;NA;Fazenda Sao Joao;NA;FLORESTA AZUL;BAHIA;Brazil;-39.736;-14.737;Precise;NA;23.6;1067;331;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0681;Almeida_AS_plan_1_19;OCCUR;Leontopithecus rosalia;Autochtone;NA;Fazenda AGRISA;130;MACAE;RIO DE JANEIRO;Brazil;-42.06;-22.36;Precise;NA;25.7;1151;196;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;1990;NA;1992;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_190;OCCUR;Callithrix kuhlii;Autochtone;NA;Estacao da CEPLAC;NA;ITAJU DO COLONIA;BAHIA;Brazil;-39.634;-15.057;Precise;NA;25.2;1087;155;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
REF0717;Almeida_AS_plan_1_191;OCCUR;Callithrix kuhlii;Autochtone;NA;Fragmento;NA;ITAJU DO COLONIA;BAHIA;Brazil;-39.805;-15.049;Precise;NA;24.9;977;233;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;NA;October;2004;February;2012;NA;NA;NA;;;
